csd_code,year,muni_id,MUNID,LOCALID,muni_name,turnout,turnout_noavg,intvoting,total_treats,VBM,phonevoting,paper_ballots_eliminated,adv_only,p_int_votes,p_phone_votes,p_paper_votes,no_reg_barrier,winner,second_place,margin,compet,cd_csd_code,cd_name,cd_code,subd_name,census_subd_code,pop,area_kmsq,pop_den,p_uni,unemploy,p_65_plus,median_inc,p_imm
37003,2006,m201,37003,37003,Leamington,0.492,0.492,0,1,1,0,1,0,,,,,NA,NA,1,0,3537003,Essex,3537,Leamington,3,28833,261.92,110.0832315,0.055478502,6.6,0.153832813,22459,0.315119363
37003,2010,m201,37003,37003,Leamington,0.5,0.5,0,1,1,0,1,0,,,,,0.4695,0.3119,0.1576,0.8424,3537003,Essex,3537,Leamington,3,28403,261.92,108.4415089,0.059222935,7,0.166373239,25754,0.263147974
37003,2014,m201,37003,37003,Leamington,0.423,0.423,1,1,0,0,1,0,1,0,0,1,0.7427,0.2572,0.4855,0.5145,3537003,Essex,3537,Leamington,3,29319.30137,261.6150685,112.0703847,0.051728292,8.263013699,0.181441452,27316.93151,0.259379163
7021,2000,m202,7019,7019,Leeds and the Thousand Islands,0.555,0.555,0,2,1,0,1,0,,,,,0.699,0.308,0.391,0.609,3507021,Leeds and Grenville United Counties,3507,Leeds and the Thousand Islands,21,9069,606.91,14.94290752,0.116091109,6.8,0.14444812,23160,0.067552602
7021,2003,m202,7019,7019,Leeds and the Thousand Islands,0.461,0.461,0,2,1,0,1,0,,,,,0.573,0.194,0.379,0.621,3507021,Leeds and Grenville United Counties,3507,Leeds and the Thousand Islands,21,9252,607.045,15.24104473,0.098174706,5.9,0.150390462,25161,0.071787997
7021,2006,m202,7019,7019,Leeds and the Thousand Islands,0.464,0.464,0,2,1,0,1,0,,,,,0.564,0.36,0.204,0.796,3507021,Leeds and Grenville,3507,Leeds and the Thousand Islands,21,9435,607.18,15.53904938,0.080258303,5,0.156332803,27162,0.076023392
7021,2010,m202,7019,7019,Leeds and the Thousand Islands,0.4,0.4,1,2,0,1,0,0,,,,,0.518,0.408,0.11,0.89,3507021,Leeds and Grenville,3507,Leeds and the Thousand Islands,21,9277,612.51,15.14587517,0.111431316,5.7,0.186961207,34415,0.07306434
7021,2014,m202,7019,7019,Leeds and the Thousand Islands,0.406,0.406,1,2,0,1,0,0,0.633,0.154,0.213,1,0.68,0.32,0.36,0.64,3507021,Leeds and Grenville,3507,Leeds and the Thousand Islands,21,9465.931507,613.3954795,15.43202033,0.095085457,4.760273973,0.197994642,37711.08219,0.077532596
11005,2000,m206,11002,11002,Loyalist,0.293,0.293,0,1,0,0,0,0,,,,,NA,NA,1,0,3511005,Lennox and Addington County,3511,Loyalist,5,14590,340.15,42.89284139,0.109209864,5.3,0.115490062,24185,0.094941349
11005,2003,m206,11002,11002,Loyalist,0.214,0.214,0,1,0,0,0,0,,,,,NA,NA,1,0,3511005,Lennox and Addington County,3511,Loyalist,5,14826,340.085,43.59498361,0.091858627,5,0.134412804,27082,0.085101337
11005,2006,m206,11002,11002,Loyalist,0.46,0.46,0,1,0,0,0,0,,,,,NA,NA,1,0,3511005,Lennox and Addington,3511,Loyalist,5,15062,340.02,44.29739427,0.074507389,4.7,0.153335546,29979,0.075261324
11005,2010,m206,11002,11002,Loyalist,0.335,0.335,0,1,0,0,0,0,,,,,0.6381,0.3618,0.2763,0.7237,3511005,Lennox and Addington,3511,Loyalist,5,16221,341.04,47.56333568,0.094755662,7.7,0.166461159,33254,0.086321381
11005,2014,m206,11002,11002,Loyalist,0.33,0.33,1,1,0,1,0,0,0.516,0.102,0.382,1,0.741,0.258,0.483,0.517,3511005,Lennox and Addington,3511,Loyalist,5,16651.32877,341.1049315,48.81585468,0.07756359,7.765753425,0.190033302,37036.16438,0.076513703
39060,2000,m207,39057,39057,Lucan Biddulph,0.37,0.37,0,1,0,0,0,0,,,,,NA,NA,1,0,3539060,Middlesex County,3539,Lucan Biddulph,60,4201,169.15,24.83594443,0.095818815,3.7,0.096405618,23618,0.069711538
39060,2003,m207,39057,39057,Lucan Biddulph,0.386,0.386,0,1,0,0,0,0,,,,,NA,NA,1,0,3539060,Middlesex County,3539,Lucan Biddulph,60,4194,169.15,24.79456104,0.088658306,4.15,0.100174135,26804,0.06448092
39060,2006,m207,39057,39057,Lucan Biddulph,0.078,0.078,0,1,0,0,0,0,,,,,NA,NA,1,0,3539060,Middlesex,3539,Lucan Biddulph,60,4187,169.15,24.75317765,0.081497797,4.6,0.103942652,29990,0.059250302
39060,2010,m207,39057,39057,Lucan Biddulph,0.328,0.328,0,1,0,0,0,0,,,,,0.5481,0.1664,0.3817,0.6183,3539060,Middlesex,3539,Lucan Biddulph,60,4338,169.15,25.64587644,0.142250531,3.1,0.124567474,34692,0.066202091
39060,2014,m207,39057,39057,Lucan Biddulph,0.487,0.487,1,1,0,1,1,0,0.759,0.241,0,1,0.596,0.403,0.193,0.807,3539060,Middlesex,3539,Lucan Biddulph,60,4350.630137,169.15,25.72054471,0.142333334,3.412328767,0.131729168,39002.19178,0.061135598
19036,2000,m218,19036,19036,Markham,0.287,0.287,0,4,0,0,0,0,,,,,0.82,0.143,0.677,0.323,3519036,York Regional Municipality,3519,Markham,36,208615,212.47,981.8562621,0.286248057,5.4,0.091508281,25290,0.536476868
19036,2003,m218,19036,19036,Markham,0.267,0.267,1,4,0,0,0,1,,,,,0.806,0.144,0.662,0.338,3519036,York Regional Municipality,3519,Markham,36,235094,212.525,1106.194565,0.263014206,6.05,0.099047714,25217,0.555251147
19036,2006,m218,19036,19036,Markham,0.377,0.377,1,4,0,0,0,1,,,,,0.831,0.083,0.748,0.252,3519036,York,3519,Markham,36,261573,212.58,1230.468529,0.239780354,6.7,0.106587147,25144,0.574025426
19036,2010,m218,19036,19036,Markham,0.355,0.355,1,4,0,0,0,1,,,,,0.857,0.087,0.77,0.23,3519036,York,3519,Markham,36,301709,212.58,1419.272744,0.259766601,8.1,0.122684034,27157,0.579379623
19036,2014,m218,19036,19036,Markham,0.371,0.371,1,4,0,0,0,1,0.152,0,0.848,0,0.71,0.15,0.56,0.44,3519036,York,3519,Markham,36,337676.0685,212.6432877,1587.993076,0.2357696,9.039726027,0.133564599,27348.75342,0.601716355
49031,2000,m225,49031,49031,McDougall,0.416,ACC,0,1,0,0,0,0,,,,,NA,NA,1,0,3549031,Parry Sound District,3549,McDougall,31,2608,262.73,9.926540555,0.113157895,3.7,0.166794479,18825,0.07293666
49031,2003,m225,49031,49031,McDougall,0.387,0.387,0,1,1,0,1,0,,,,,NA,NA,1,0,3549031,Parry Sound District,3549,McDougall,31,2656,262.71,10.11000723,0.095430299,4.45,0.166576537,23736,0.071588478
49031,2006,m225,49031,49031,McDougall,0.491,0.491,0,1,1,0,1,0,,,,,0.6986,0.3013,0.3973,0.6027,3549031,Parry Sound,3549,McDougall,31,2704,262.69,10.29350185,0.077702703,5.2,0.166358595,28647,0.070240296
49031,2010,m225,49031,49031,McDougall,0.37,0.37,0,1,1,0,1,0,,,,,NA,NA,1,0,3549031,Parry Sound,3549,McDougall,31,2705,268.3,10.08199776,0.136666667,11.7,0.199630314,32281,0.040665434
49031,2014,m225,49031,49031,McDougall,0.378,0.378,1,1,0,1,1,0,0.728,0.272,0,1,0.887,0.112,0.775,0.225,3549031,Parry Sound,3549,McDougall,31,2760.369863,269.0454795,10.25986338,0.124345045,13.45342466,0.203937301,38429.82192,0.03506275
49028,2000,m227,49028,49028,McKellar,0.144,0.144,0,1,0,0,0,0,,,,,NA,NA,1,0,3549028,Parry Sound District,3549,McKellar,28,933,177.48,5.256930358,0.08496732,4,0.139335477,16986,0.083333333
49028,2003,m227,49028,49028,McKellar,0.36,0.36,0,1,1,0,1,0,,,,,0.649,0.351,0.298,0.702,3549028,Parry Sound District,3549,McKellar,28,1006.5,177.48,5.671061528,0.068124686,3.1,0.185408479,19127.5,0.09748062
49028,2006,m227,49028,49028,McKellar,0.397,0.397,0,1,1,0,1,0,,,,,0.583,0.416,0.167,0.833,3549028,Parry Sound,3549,McKellar,28,1080,177.48,6.085192698,0.051282051,2.2,0.231481481,21269,0.111627907
49028,2010,m227,49028,49028,McKellar,0.485,0.485,0,1,1,0,1,0,,,,,0.4629,0.2864,0.1765,0.8235,3549028,Parry Sound,3549,McKellar,28,1144,181.12,6.316254417,0.028825205,1,0.270742358,24124.33333,0.130490956
49028,2014,m227,49028,49028,McKellar,0.509,0.509,1,1,0,1,1,0,0.704,0.296,0,1,0.491,0.327,0.164,0.836,3549028,Parry Sound,3549,McKellar,28,1237.342466,181.6186301,6.81286091,0.006368359,0,0.329136069,26979.66667,0.149354006
47003,2000,m229,47003,47003,McNab-Braeside,0.443,0.443,0,2,0,0,0,0,,,,,0.579,0.42,0.159,0.841,3547003,Renfrew County,3547,McNab/Braeside,3,6843,253.86,26.95580241,0.102926337,5.6,0.115446442,25462,0.07032967
47003,2003,m229,47003,47003,McNab-Braeside,0.367,0.367,0,2,0,0,0,0,,,,,0.733,0.267,0.466,0.534,3547003,Renfrew County,3547,McNab/Braeside,3,7032.5,253.865,27.70173124,0.093332101,5.75,0.121781393,27747,0.06498453
47003,2006,m229,47003,47003,McNab-Braeside,0.416,0.416,0,2,0,0,0,0,,,,,0.534,0.466,0.068,0.932,3547003,Renfrew,3547,McNab/Braeside,3,7222,253.87,28.44763068,0.083737864,5.9,0.128116343,30032,0.05963939
47003,2010,m229,47003,47003,McNab-Braeside,0.48,0.48,1,2,0,1,1,0,,,,,NA,NA,1,0,3547003,Renfrew,3547,McNab/Braeside,3,7371,255.74,28.82224134,0.107015458,5,0.148575305,33625,0.034083163
47003,2014,m229,47003,47003,McNab-Braeside,0.524,0.524,1,2,0,1,1,0,0.663,0.337,0,1,0.45,0.34,0.11,0.89,3547003,Renfrew,3547,McNab/Braeside,3,7609.465753,256.0019178,29.72425292,0.099164226,5.049315068,0.158667435,36746.50685,0.024431738
42047,2000,m230,42047,42047,Meaford,0.53,0.53,0,1,1,0,1,0,,,,,0.4,0.28,0.12,0.88,3542047,Grey County,3542,Georgian Highlands,47,10381,589.03,17.62389012,0.134529148,4.6,0.180136788,21002,0.094588006
42047,2003,m230,42047,42047,Meaford,0.511,0.511,0,1,1,0,1,0,,,,,0.415,0.321,0.094,0.906,3542047,Grey County,3542,Georgian Highlands,47,10664.5,588.75,18.11380042,0.114071223,5,0.191438257,22588.5,0.101772304
42047,2006,m230,42047,42047,Meaford,0.546,0.546,0,1,1,0,1,0,,,,,0.708,0.292,0.416,0.584,3542047,Grey,3542,Meaford,47,10948,588.47,18.60417693,0.093613298,5.4,0.202739726,24175,0.108956602
42047,2010,m230,42047,42047,Meaford,0.49,0.49,0,1,1,0,1,0,,,,,0.529,0.47,0.059,0.941,3542047,Grey,3542,Meaford,47,11100,588.61,18.85798746,0.127320955,7.7,0.237387387,30002,0.082832022
42047,2014,m230,42047,42047,Meaford,0.501,0.501,1,1,0,1,1,0,0.751,0.249,0,1,0.3781,0.3067,0.0714,0.9286,3542047,Grey,3542,Meaford,47,11447.0411,588.3069863,19.45759843,0.108397816,8.475342466,0.255138072,32625.78082,0.087520176
7052,2000,m232,7050,7050,Merrickville-Wolford,0.44,0.44,0,1,1,0,1,0,,,,,0.54,0.4585,0.0815,0.9185,3507052,Leeds and Grenville United Counties,3507,Merrickville-Wolford,52,2812,213.81,13.1518638,0.169230769,3.5,0.131578947,26106,0.092278719
7052,2003,m232,7050,7050,Merrickville-Wolford,0.476,0.476,0,1,1,0,1,0,,,,,NA,NA,1,0,3507052,Leeds and Grenville United Counties,3507,Merrickville-Wolford,52,2839.5,213.79,13.28172506,0.147508467,3.6,0.157252888,27333.5,0.093100686
7052,2006,m232,7050,7050,Merrickville-Wolford,0.17,0.17,0,1,1,0,1,0,,,,,NA,NA,1,0,3507052,Leeds and Grenville,3507,Merrickville-Wolford,52,2867,213.77,13.41161061,0.125786164,3.7,0.182926829,28561,0.093922652
7052,2010,m232,7050,7050,Merrickville-Wolford,0.439,0.439,0,1,1,0,1,0,,,,,NA,NA,1,0,3507052,Leeds and Grenville,3507,Merrickville-Wolford,52,2850,214.49,13.28733274,0.096823094,3.833333333,0.215789474,30197.66667,0.095018607
7052,2014,m232,7050,7050,Merrickville-Wolford,0.456,0.456,1,1,0,1,0,0,0.644,0.186,0.17,1,0.583,0.416,0.167,0.833,3507052,Leeds and Grenville,3507,Merrickville-Wolford,52,2879.315068,214.5656164,13.41927526,0.067860024,3.966666667,0.249833823,31834.33333,0.096114563
39033,2000,m233,39020,39020,Middlesex Centre,0.435,0.435,0,1,1,0,1,0,,,,,0.58,0.26,0.32,0.68,3539033,Middlesex County,3539,Middlesex Centre,33,14242,586.78,24.27144756,0.19037871,3.5,0.111290549,29316,0.116497829
39033,2003,m233,39020,39020,Middlesex Centre,0.098,0.098,0,1,1,0,1,0,,,,,0.59,0.405,0.185,0.815,3539033,Middlesex County,3539,Middlesex Centre,33,14915.5,587.415,25.39175881,0.15841124,3.35,0.123819802,32005.5,0.121158482
39033,2006,m233,39020,39020,Middlesex Centre,0.268,0.268,0,1,1,0,1,0,,,,,NA,NA,1,0,3539033,Middlesex,3539,Middlesex Centre,33,15589,588.05,26.50965054,0.126443769,3.2,0.136349054,34695,0.125819135
39033,2010,m233,39020,39020,Middlesex Centre,0.407,0.407,0,1,1,0,1,0,,,,,0.581,0.418,0.163,0.837,3539033,Middlesex,3539,Middlesex Centre,33,16487,588.15,28.03196463,0.172273782,4.1,0.149484536,38850,0.109975217
39033,2014,m233,39020,39020,Middlesex Centre,0.14,0.14,1,1,0,1,1,0,0.763,0.237,0,1,NA,NA,1,0,3539033,Middlesex,3539,Middlesex Centre,33,17385,588.8943836,29.52142266,0.141767379,4.050684932,0.165701139,42513.94521,0.11316776
46015,2000,m236,46011,46011,Minden Hills,0.457,0.457,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3546015,Haliburton County,3546,Minden Hills,15,5312,847.85,6.265259185,0.080487805,4.3,0.224962349,17397,0.10952381
46015,2003,m236,46011,46011,Minden Hills,0.388,0.388,0,1,1,0,1,0,,,,,0.619,0.38,0.239,0.761,3546015,Haliburton County,3546,Minden Hills,15,5434,847.805,6.409492749,0.082778625,4.4,0.236693596,19644,0.110216451
46015,2006,m236,46011,46011,Minden Hills,0.314,0.314,0,1,1,0,1,0,,,,,0.75,0.195,0.555,0.445,3546015,Haliburton,3546,Minden Hills,15,5556,847.76,6.553741625,0.085069444,4.5,0.248424842,21891,0.110909091
46015,2010,m236,46011,46011,Minden Hills,0.452,0.452,0,1,1,0,1,0,,,,,0.5246,0.4638,0.0608,0.9392,3546015,Haliburton,3546,Minden Hills,15,5655,878.17,6.439527654,0.067010309,9,0.274093722,26590,0.115837104
46015,2014,m236,46011,46011,Minden Hills,0.421,0.421,1,1,0,1,0,0,0.587,0.153,0.26,1,0.4601,0.3401,0.12,0.88,3546015,Haliburton,3546,Minden Hills,15,5808.945205,882.2839726,6.583985866,0.067172466,9.731506849,0.291108976,29819.28767,0.117309185
9030,2000,m239,9030,9030,Mississippi Mills,0.449,0.449,0,2,0,0,0,0,,,,,0.486,0.359,0.127,0.873,3509030,Lanark County,3509,Mississippi Mills,30,11647,509.05,22.87987428,0.173053152,4.1,0.118485447,29133,0.074351078
9030,2003,m239,9030,9030,Mississippi Mills,0.61,0.61,0,2,1,0,1,0,,,,,0.545,0.454,0.091,0.909,3509030,Lanark County,3509,Mississippi Mills,30,11690.5,509.05,22.96532757,0.164602286,4.95,0.132527768,29359,0.083262496
9030,2006,m239,9030,9030,Mississippi Mills,0.556,0.556,0,2,1,0,1,0,,,,,0.444,0.368,0.076,0.924,3509030,Lanark,3509,Mississippi Mills,30,11734,509.05,23.05078087,0.15615142,5.8,0.146570089,29585,0.092173913
9030,2010,m239,9030,9030,Mississippi Mills,0.543,0.543,1,2,0,1,1,0,,,,,0.407,0.369,0.038,0.962,3509030,Lanark,3509,Mississippi Mills,30,12385,519.53,23.83885435,0.153099328,5.5,0.175615664,37119,0.073140496
9030,2014,m239,9030,9030,Mississippi Mills,0.53,0.53,1,2,0,1,1,0,0.787,0.213,0,1,0.38,0.37,0.01,0.99,3509030,Lanark,3509,Mississippi Mills,30,12524.23288,520.9656164,24.04042125,0.142956949,6.436986301,0.195752797,38411.10959,0.080787412
9001,2000,m241,9001,9001,Montague,0.3615,ACC,0,2,0,0,0,0,,,,,NA,NA,1,0,3509001,Lanark County,3509,Montague,1,3671,277.04,13.25079411,0.035555556,3.6,0.096703895,21664,0.067398119
9001,2003,m241,9001,9001,Montague,0.313,0.313,0,2,0,0,0,0,,,,,0.592,0.408,0.184,0.816,3509001,Lanark County,3509,Montague,1,3633,277.035,13.11386648,0.054562519,4.7,0.106071002,24484,0.055711638
9001,2006,m241,9001,9001,Montague,0.41,0.41,0,2,0,0,0,0,,,,,0.534,0.466,0.068,0.932,3509001,Lanark,3509,Montague,1,3595,277.03,12.97693391,0.073569482,5.8,0.115438108,27304,0.044025157
9001,2010,m241,9001,9001,Montague,0.536,0.536,1,2,0,1,1,0,,,,,0.401,0.394,0.007,0.993,3509001,Lanark,3509,Montague,1,3483,279.74,12.45084722,0.054794521,4.4,0.147776184,34826,0.047895501
9001,2014,m241,9001,9001,Montague,0.523,0.523,1,2,0,1,1,0,0.658,0.342,0,1,0.62,0.38,0.24,0.76,3509001,Lanark,3509,Montague,1,3423.931507,280.1054795,12.22372198,0.074093634,5.473972603,0.162984646,39101.34247,0.034978228
22016,2000,m246,22016,22016,Mulmur,0.445,0.445,0,1,0,1,1,0,,,,,NA,NA,1,0,3522016,Dufferin County,3522,Mulmur,16,3099,286.73,10.80807729,0.171171171,3.5,0.116166505,28577,0.124797407
22016,2003,m246,22016,22016,Mulmur,0.491,0.491,0,1,1,0,1,0,,,,,0.5357,0.4642,0.0715,0.9285,3522016,Dufferin County,3522,Mulmur,16,3208.5,286.73,11.18996966,0.156207055,3.25,0.121336265,29800,0.119216886
22016,2006,m246,22016,22016,Mulmur,0.464,0.464,0,1,1,0,1,0,,,,,0.5003,0.4996,0.0007,0.9993,3522016,Dufferin,3522,Mulmur,16,3318,286.73,11.57186203,0.141242938,3,0.126506024,31023,0.113636364
22016,2010,m246,22016,22016,Mulmur,0.506,0.506,0,1,1,0,1,0,,,,,0.545,0.455,0.09,0.91,3522016,Dufferin,3522,Mulmur,16,3391,286.73,11.82645695,0.122395833,5.6,0.142857143,29435,0.088365243
22016,2014,m246,22016,22016,Mulmur,0.358,0.358,1,1,0,1,1,0,0.678,0.322,0,1,NA,NA,1,0,3522016,Dufferin,3522,Mulmur,16,3527,286.73,12.30077076,0.102595054,5.668493151,0.151045787,30624.75342,0.078482024
1030,2000,m261,1026,1026,North Dundas,0.421,0.421,0,4,1,0,1,0,,,,,NA,NA,1,0,3501030,"Stormont, Dundas and Glengarry United Counties",3501,North Dundas,30,11014,503.18,21.88878731,0.096816114,4.6,0.126203014,24085,0.058850575
1030,2003,m261,1026,1026,North Dundas,0.475,0.475,1,4,0,1,1,0,,,,,0.634,0.366,0.268,0.732,3501030,"Stormont, Dundas and Glengarry United Counties",3501,North Dundas,30,11054.5,503.18,21.96927541,0.086741391,4.35,0.131150178,25474,0.063381532
1030,2006,m261,1026,1026,North Dundas,0.528,0.528,1,4,0,1,1,0,,,,,0.556,0.43,0.126,0.874,3501030,"Stormont, Dundas and Glengarry",3501,North Dundas,30,11095,503.18,22.0497635,0.076666667,4.1,0.136097341,26863,0.067912489
1030,2010,m261,1026,1026,North Dundas,0.569,0.569,1,4,0,1,1,0,,,,,0.725,0.275,0.45,0.55,3501030,"Stormont, Dundas and Glengarry",3501,North Dundas,30,11225,503.21,22.30679041,0.073051948,6.1,0.156347439,34325,0.053676139
1030,2014,m261,1026,1026,North Dundas,0.343,0.343,1,4,0,1,1,0,0.684,0.316,0,1,NA,NA,1,0,3501030,"Stormont, Dundas and Glengarry",3501,North Dundas,30,11289.41096,503.2141096,22.43460734,0.060963948,6.08630137,0.164814052,36945.49315,0.056939658
10045,2000,m262,10041,10041,North Frontenac,0.453,0.453,0,1,1,0,1,0,,,,,0.49,0.41,0.08,0.92,3510045,Frontenac County,3510,North Frontenac,45,1801,1135.92,1.585498979,0.106164384,13.5,0.263742365,15001,0.102777778
10045,2003,m262,10041,10041,North Frontenac,0.236,0.236,0,1,1,0,1,0,,,,,NA,NA,1,0,3510045,Frontenac County,3510,North Frontenac,45,1852.5,1135.835,1.630958722,0.067716339,11.2,0.268354122,17374,0.100201554
10045,2006,m262,10041,10041,North Frontenac,0.354,0.354,0,1,1,0,1,0,,,,,0.451,0.296,0.155,0.845,3510045,Frontenac,3510,North Frontenac,45,1904,1135.75,1.67642527,0.029268293,8.9,0.272965879,19747,0.09762533
10045,2010,m262,10041,10041,North Frontenac,0.407,0.407,0,1,1,0,1,0,,,,,0.524,0.476,0.048,0.952,3510045,Frontenac,3510,North Frontenac,45,1842,1164.73,1.581482404,0,5.833333333,0.326086957,22911,0.094190365
10045,2014,m262,10041,10041,North Frontenac,0.342,0.342,1,1,0,1,1,0,0.709,0.291,0,1,0.6727,0.3118,0.3609,0.6391,3510045,Frontenac,3510,North Frontenac,45,1892.767123,1168.602055,1.619684918,0,2.766666667,0.338670496,26075,0.090755399
1050,2000,m263,1047,1047,North Glengarry,0.593,0.593,0,2,0,0,0,0,,,,,0.373,0.316,0.057,0.943,3501050,"Stormont, Dundas and Glengarry United Counties",3501,North Glengarry,50,10589,642.38,16.48401258,0.079448457,5.4,0.159127396,18644,0.067185979
1050,2003,m263,1047,1047,North Glengarry,0.598,0.598,1,2,0,1,1,0,,,,,0.525,0.475,0.05,0.95,3501050,"Stormont, Dundas and Glengarry United Counties",3501,North Glengarry,50,10612,642.39,16.51955977,0.075114428,5.2,0.176178649,21070.5,0.061517881
1050,2006,m263,1047,1047,North Glengarry,0.508,0.508,0,2,0,0,0,0,,,,,0.338,0.288,0.05,0.95,3501050,"Stormont, Dundas and Glengarry",3501,North Glengarry,50,10635,642.4,16.55510585,0.070780399,5,0.193229901,23497,0.055849783
1050,2010,m263,1047,1047,North Glengarry,0.313,0.313,0,2,0,0,0,0,,,,,0.766,0.234,0.532,0.468,3501050,"Stormont, Dundas and Glengarry",3501,North Glengarry,50,10251,643.69,15.9253678,0.063400576,7.9,0.213170732,27985,0.063819095
1050,2014,m263,1047,1047,North Glengarry,0.373,0.373,1,2,0,1,1,0,0.7488,0.2512,0,1,NA,NA,1,0,3501050,"Stormont, Dundas and Glengarry",3501,North Glengarry,50,10224.86301,643.8782192,15.88011942,0.057402539,8.067123288,0.235522972,31391.93151,0.058388587
7065,2000,m264,7055,7055,North Grenville,0.396,0.396,0,2,0,0,0,0,,,,,0.425,0.322,0.103,0.897,3507065,Leeds and Grenville United Counties,3507,North Grenville,65,13581,350.14,38.78734221,0.142182581,4.5,0.103453354,27157,0.078299776
7065,2003,m264,7055,7055,North Grenville,0.391,0.391,0,2,0,0,0,0,,,,,0.427,0.403,0.024,0.976,3507065,Leeds and Grenville United Counties,3507,North Grenville,65,13889.5,350.14,39.66841835,0.135354614,4.55,0.113015864,29478,0.082364174
7065,2006,m264,7055,7055,North Grenville,0.393,0.393,0,2,0,0,0,0,,,,,0.43,0.4,0.03,0.97,3507065,Leeds and Grenville,3507,North Grenville,65,14198,350.14,40.54949449,0.128526646,4.6,0.122578373,31799,0.086428571
7065,2010,m264,7055,7055,North Grenville,0.471,0.471,1,2,0,1,0,0,,,,,0.621,0.379,0.242,0.758,3507065,Leeds and Grenville,3507,North Grenville,65,15085,352.14,42.83807577,0.182516243,5.9,0.136559496,38905,0.065793891
7065,2014,m264,7055,7055,North Grenville,0.418,0.418,1,2,0,1,0,0,0.676,0.076,0.248,1,0.47,0.33,0.14,0.86,3507065,Leeds and Grenville,3507,North Grenville,65,15561.49315,352.4139726,44.15685631,0.182055239,6.135616438,0.149478154,42549.16438,0.067644063
39041,2000,m267,39041,39041,North Middlesex,0.51,0.51,0,1,0,0,0,0,,,,,0.58,0.26,0.32,0.68,3539041,Middlesex County,3539,North Middlesex,41,6901,597.86,11.54283612,0.076591154,3.2,0.107955369,23541,0.092798812
39041,2003,m267,39041,39041,North Middlesex,0.419,0.419,0,1,0,0,0,0,,,,,0.59,0.405,0.185,0.815,3539041,Middlesex County,3539,North Middlesex,41,6820.5,597.86,11.40818921,0.077769261,3.15,0.124081542,25687.5,0.089944097
39041,2006,m267,39041,39041,North Middlesex,0.232,0.232,0,1,0,0,0,0,,,,,NA,NA,1,0,3539041,Middlesex,3539,North Middlesex,41,6740,597.86,11.2735423,0.078947368,3.1,0.140207715,27834,0.087089381
39041,2010,m267,39041,39041,North Middlesex,0.44,0.44,0,1,0,0,0,0,,,,,0.449,0.342,0.107,0.893,3539041,Middlesex,3539,North Middlesex,41,6658,597.9,11.13564141,0.077265973,4.2,0.158408408,31047,0.064465409
39041,2014,m267,39041,39041,North Middlesex,0.493,0.493,1,1,0,1,1,0,0.688,0.312,0,1,0.5092,0.4907,0.0185,0.9815,3539041,Middlesex,3539,North Middlesex,41,6554.136986,597.9054795,10.96182793,0.078391275,4.293150685,0.179457798,33957.08219,0.058081357
1042,2000,m270,1037,1037,North Stormont,0.471,0.471,0,4,0,0,0,0,,,,,0.47,0.273,0.197,0.803,3501042,"Stormont, Dundas and Glengarry United Counties",3501,North Stormont,42,6855,515.54,13.2967374,0.065359477,3.1,0.100656455,22334,0.055100521
1042,2003,m270,1037,1037,North Stormont,0.507,0.507,1,4,0,1,1,0,,,,,0.6,0.4,0.2,0.8,3501042,"Stormont, Dundas and Glengarry United Counties",3501,North Stormont,42,6812,515.545,13.21320156,0.07188194,4.65,0.107935318,24037,0.05582407
1042,2006,m270,1037,1037,North Stormont,0.467,0.467,1,4,0,1,1,0,,,,,NA,NA,1,0,3501042,"Stormont, Dundas and Glengarry",3501,North Stormont,42,6769,515.55,13.12966735,0.078404402,6.2,0.11521418,25740,0.056547619
1042,2010,m270,1037,1037,North Stormont,0.391,0.391,1,4,0,1,1,0,,,,,NA,NA,1,0,3501042,"Stormont, Dundas and Glengarry",3501,North Stormont,42,6775,515.65,13.13875691,0.073924731,4.3,0.127675277,30771,0.041260315
1042,2014,m270,1037,1037,North Stormont,0.43,0.43,1,4,0,1,1,0,0.748,0.252,0,1,NA,NA,1,0,3501042,"Stormont, Dundas and Glengarry",3501,North Stormont,42,6726.342466,515.6694521,13.0439033,0.080816377,5.823287671,0.137757954,33419.79452,0.039998741
41069,2000,m272,41061,41061,Northern Bruce Peninsula,0.404,0.404,0,1,0,0,0,0,,,,,0.5282,0.4717,0.0565,0.9435,3541069,Bruce County,3541,Northern Bruce Peninsula,69,3599,782.23,4.60094857,0.124561404,4.8,0.254237288,19102,0.125175809
41069,2003,m272,41061,41061,Northern Bruce Peninsula,0.386,0.386,0,1,1,0,1,0,,,,,NA,NA,1,0,3541069,Bruce County,3541,Northern Bruce Peninsula,69,3724.5,781.87,4.763579623,0.118813366,6.85,0.265430333,20460.5,0.13683232
41069,2006,m272,41061,41061,Northern Bruce Peninsula,0.436,0.436,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3541069,Bruce,3541,Northern Bruce Peninsula,69,3850,781.51,4.926360507,0.113065327,8.9,0.276623377,21819,0.14848883
41069,2010,m272,41061,41061,Northern Bruce Peninsula,0.38,0.38,0,1,1,0,1,0,,,,,0.772,0.228,0.544,0.456,3541069,Bruce,3541,Northern Bruce Peninsula,69,3744,781.77,4.789132354,0.114130435,11.6,0.31684492,26003,0.119727891
