csd_code,year,muni_id,MUNID,LOCALID,muni_name,turnout,turnout_noavg,intvoting,total_treats,VBM,phonevoting,paper_ballots_eliminated,adv_only,p_int_votes,p_phone_votes,p_paper_votes,no_reg_barrier,winner,second_place,margin,compet,cd_csd_code,cd_name,cd_code,subd_name,census_subd_code,pop,area_kmsq,pop_den,p_uni,unemploy,p_65_plus,median_inc,p_imm
47096,2000,m092,47096,47096,Deep River,0.541,0.541,0,1,0,0,0,0,,,,,0.6539,0.2121,0.4418,0.5582,3547096,Renfrew County,3547,Deep River,96,4135,50.87,81.28563004,0.322422259,3.9,0.198307134,29880,0.200980392
47096,2003,m092,47096,47096,Deep River,0.525,0.525,0,1,0,0,0,0,,,,,0.328,0.19,0.138,0.862,3547096,Renfrew County,3547,Deep River,96,4175.5,50.855,82.10598761,0.254152306,4.15,0.204728893,31808.5,0.20503022
47096,2006,m092,47096,47096,Deep River,0.36,0.36,0,1,0,0,0,0,,,,,NA,NA,1,0,3547096,Renfrew,3547,Deep River,96,4216,50.84,82.92682927,0.185882353,4.4,0.211150652,33737,0.209080048
47096,2010,m092,47096,47096,Deep River,0.57,0.57,0,1,0,0,0,0,,,,,0.453,0.438,0.015,0.985,3547096,Renfrew,3547,Deep River,96,4193,50.9,82.37721022,0.228699552,5.2,0.230310263,41949,0.165279429
47096,2014,m092,47096,47096,Deep River,0.642,0.642,1,1,0,1,1,0,0.796,0.204,0,1,0.685,0.185,0.5,0.5,3547096,Renfrew,3547,Deep River,96,4236.452055,50.8909589,83.24567165,0.156007716,5.597260274,0.240324289,45293.0274,0.16393942
2001,2000,m105,2001,2001,East Hawkesbury,0.496,0.496,0,4,0,0,0,0,,,,,NA,NA,1,0,3502001,Prescott and Russell United Counties,3502,East Hawkesbury,1,3415,235.09,14.52635161,0.108651911,4.6,0.120058565,20131,0.085168869
2001,2003,m105,2001,2001,East Hawkesbury,0.652,0.652,1,4,0,1,1,0,,,,,0.524,0.476,0.048,0.952,3502001,Prescott and Russell United Counties,3502,East Hawkesbury,1,3391.5,235.09,14.42638989,0.089482206,3.75,0.124569342,20657.5,0.064905863
2001,2006,m105,2001,2001,East Hawkesbury,0.509,0.509,1,4,0,1,1,0,,,,,NA,NA,1,0,3502001,Prescott and Russell,3502,East Hawkesbury,1,3368,235.09,14.32642818,0.0703125,2.9,0.129080119,21184,0.044642857
2001,2010,m105,2001,2001,East Hawkesbury,0.539,ACC,1,4,0,0,0,0,,,,,NA,NA,1,0,3502001,Prescott and Russell,3502,East Hawkesbury,1,3335,235.18,14.1806276,0.107344633,3.1,0.164917541,30479,0.072868217
2001,2014,m105,2001,2001,East Hawkesbury,0.456,0.456,1,4,0,1,1,0,0.617,0.383,0,1,NA,NA,1,0,3502001,Prescott and Russell,3502,East Hawkesbury,1,3303.438356,235.1923288,14.04568922,0.090359237,2.149315068,0.17501726,32358.12329,0.053418369
7004,2000,m107,7003,7003,Edwardsburgh/Cardinal,0.318,0.318,0,3,0,0,0,0,,,,,0.663,0.337,0.326,0.674,3507004,Leeds and Grenville United Counties,3507,Edwardsburgh/Cardinal,4,6674,312,21.39102564,0.073737374,5.7,0.137848367,21675,0.048835462
7004,2003,m107,7003,7003,Edwardsburgh/Cardinal,0.412,0.412,0,3,0,0,0,0,,,,,0.507,0.493,0.014,0.986,3507004,Leeds and Grenville United Counties,3507,Edwardsburgh/Cardinal,4,6681.5,311.915,21.42089992,0.083975013,6.15,0.143662599,24234,0.05705089
7004,2006,m107,7003,7003,Edwardsburgh/Cardinal,0.463,0.463,1,3,0,1,0,0,,,,,0.533,0.467,0.066,0.934,3507004,Leeds and Grenville,3507,Edwardsburgh/Cardinal,4,6689,311.83,21.45079049,0.094212651,6.6,0.149476831,26793,0.065266317
7004,2010,m107,7003,7003,Edwardsburgh/Cardinal,0.474,0.474,1,3,0,1,0,0,,,,,0.625,0.375,0.25,0.75,3507004,Leeds and Grenville,3507,Edwardsburgh/Cardinal,4,6959,312.34,22.28020747,0.1015625,10,0.175287356,29824,0.041877256
7004,2014,m107,7003,7003,Edwardsburgh/Cardinal,0.551,0.551,1,3,0,1,0,0,0.497,0.159,0.344,1,0.38,0.34,0.04,0.96,3507004,Leeds and Grenville,3507,Edwardsburgh/Cardinal,4,7004.616438,312.3120548,22.42826151,0.114349625,10.98356164,0.185513394,33183.80822,0.048126644
7014,2000,m108,7011,7011,Elizabethtown-Kitley,0.511,0.511,0,2,1,0,0,0,,,,,0.536,0.463,0.073,0.927,3507014,Leeds and Grenville United Counties,3507,Elizabethtown-Kitley,14,10039,554.28,18.11178466,0.083875633,5.1,0.121526048,25261,0.075144509
7014,2003,m108,7011,7011,Elizabethtown-Kitley,0.43,0.43,0,2,1,0,0,0,,,,,0.406,0.309,0.097,0.903,3507014,Leeds and Grenville United Counties,3507,Elizabethtown-Kitley,14,10120,554.26,18.25857901,0.081789531,5.35,0.147282632,26811,0.073770171
7014,2006,m108,7011,7011,Elizabethtown-Kitley,0.254,0.254,0,2,0,0,0,0,,,,,NA,NA,1,0,3507014,Leeds and Grenville,3507,Elizabethtown-Kitley,14,10201,554.24,18.40538395,0.079703429,5.6,0.173039216,28361,0.072395833
7014,2010,m108,7011,7011,Elizabethtown-Kitley,0.366,0.366,1,2,0,1,0,0,,,,,NA,NA,1,0,3507014,Leeds and Grenville,3507,Elizabethtown-Kitley,14,9724,557.8,17.4327716,0.091522158,6.2,0.196401028,32187,0.056726094
7014,2014,m108,7011,7011,Elizabethtown-Kitley,0.361,0.361,1,2,0,1,0,0,0.66,0.18,0.16,1,NA,NA,1,0,3507014,Leeds and Grenville,3507,Elizabethtown-Kitley,14,9751.863014,558.2646575,17.46817192,0.090740716,6.569863014,0.229238989,34494.67123,0.052998124
10005,2000,m124,10002,10002,Frontenac Islands,0.658,0.658,0,1,0,0,0,0,,,,,0.84,0.16,0.68,0.32,3510005,Frontenac County,3510,Frontenac Islands,5,1638,174.99,9.360534888,0.15648855,4.4,0.177045177,27048,0.12195122
10005,2003,m124,10002,10002,Frontenac Islands,0.494,0.494,0,1,0,0,0,0,,,,,NA,NA,1,0,3510005,Frontenac County,3510,Frontenac Islands,5,1750,174.99,10.00057146,0.137978789,4.5,0.186377817,28644,0.098509122
10005,2006,m124,10002,10002,Frontenac Islands,0.467,0.467,0,1,0,0,0,0,,,,,NA,NA,1,0,3510005,Frontenac,3510,Frontenac Islands,5,1862,174.99,10.64060803,0.119469027,4.6,0.195710456,30240,0.075067024
10005,2010,m124,10002,10002,Frontenac Islands,0.63,0.63,0,1,0,0,0,0,,,,,0.514,0.486,0.028,0.972,3510005,Frontenac,3510,Frontenac Islands,5,1864,175.04,10.64899452,0.207729469,3.7,0.211796247,36564,0.090410959
10005,2014,m124,10002,10002,Frontenac Islands,0.667,0.667,1,1,0,1,0,0,0.59,0.138,0.272,1,0.82,0.18,0.64,0.36,3510005,Frontenac,3510,Frontenac Islands,5,1993.150685,175.0468493,11.38638423,0.198521037,3.691780822,0.224738708,39266.79452,0.065538399
7024,2000,m125,7024,7024,Gananoque,0.5125,ACC,0,1,0,0,0,0,,,,,NA,NA,1,0,3507024,Leeds and Grenville United Counties,3507,Gananoque,24,5167,7.29,708.7791495,0.106080207,6.8,0.19547126,22545,0.078373016
7024,2003,m125,7024,7024,Gananoque,0.561,0.561,0,1,0,0,0,0,,,,,0.52,0.4617,0.0583,0.9417,3507024,Leeds and Grenville United Counties,3507,Gananoque,24,5226,7.15,730.9090909,0.079842322,7.35,0.204168932,23582.5,0.075866045
7024,2006,m125,7024,7024,Gananoque,0.5125,ACC,0,1,0,0,0,0,,,,,NA,NA,1,0,3507024,Leeds and Grenville,3507,Gananoque,24,5285,7.01,753.9229672,0.053604436,7.9,0.212866604,24620,0.073359073
7024,2010,m125,7024,7024,Gananoque,0.464,0.464,0,1,0,0,0,0,,,,,0.6859,0.3032,0.3827,0.6173,3507024,Leeds and Grenville,3507,Gananoque,24,5194,7.01,740.9415121,0.115671642,4.6,0.230250482,28319,0.067527309
7024,2014,m125,7024,7024,Gananoque,0.531,0.531,1,1,0,1,0,0,0.648,0.121,0.231,1,0.4093,0.2701,0.1392,0.8608,3507024,Leeds and Grenville,3507,Gananoque,24,5249.424658,6.84890411,766.4619877,0.09398246,4.780821918,0.242640115,30019.54795,0.063843703
11015,2000,m137,11010,11010,Greater Napanee,0.447,0.447,0,1,0,0,0,0,,,,,0.3934,0.3712,0.0222,0.9778,3511015,Lennox and Addington County,3511,Greater Napanee,15,15132,459.71,32.91640382,0.085349156,6.2,0.161247687,19204,0.07043212
11015,2003,m137,11010,11010,Greater Napanee,0.377,0.377,0,1,0,0,0,0,,,,,0.6001,0.3998,0.2003,0.7997,3511015,Lennox and Addington County,3511,Greater Napanee,15,15266,459.71,33.20789193,0.076458362,5.95,0.176078389,21160,0.06153185
11015,2006,m137,11010,11010,Greater Napanee,0.316,0.316,0,1,0,0,0,0,,,,,0.8575,0.1424,0.7151,0.2849,3511015,Lennox and Addington,3511,Greater Napanee,15,15400,459.71,33.49938004,0.067567568,5.7,0.190909091,23116,0.052631579
11015,2010,m137,11010,11010,Greater Napanee,0.398,0.398,0,1,0,0,0,0,,,,,0.588,0.367,0.221,0.779,3511015,Lennox and Addington,3511,Greater Napanee,15,15511,461.31,33.62381045,0.088848039,7.9,0.206318504,28217,0.058941059
11015,2014,m137,11010,11010,Greater Napanee,0.487,0.487,1,1,0,1,1,0,0.654,0.346,0,1,0.5002,0.4997,0.0005,0.9995,3511015,Lennox and Addington,3511,Greater Napanee,15,15680.39726,461.5291781,33.97487744,0.081532669,7.91369863,0.225494848,31166.50685,0.049563964
53005,2000,m138,53005,53005,Greater Sudbury,0.444,0.444,0,1,0,0,0,0,,,,,0.81,0.072,0.738,0.262,3553005,Greater Sudbury Division,3553,Greater Sudbury,5,155219,3354.34,46.27408074,0.119807608,9.1,0.129719944,22262,0.071363429
53005,2003,m138,53005,53005,Greater Sudbury,0.4,0.4,0,1,0,0,0,0,,,,,0.3556,0.211,0.1446,0.8554,3553005,Greater Sudbury Division,3553,Greater Sudbury,5,156538,3277.45,47.76213215,0.142234631,8.45,0.139197993,24869,0.070426418
53005,2006,m138,53005,53005,Greater Sudbury,0.408,0.408,0,1,0,0,0,0,,,,,0.5189,0.3031,0.2158,0.7842,3553005,Greater Sudbury,3553,Greater Sudbury / Grand Sudbury,5,157857,3200.56,49.32168121,0.164661654,7.8,0.148676042,27476,0.069489407
53005,2010,m138,53005,53005,Greater Sudbury,0.498,0.498,0,1,0,0,0,0,,,,,0.4608,0.3647,0.0961,0.9039,3553005,Greater Sudbury / Grand Sudbury,3553,Greater Sudbury,5,160274,3227.38,49.6607155,0.120607301,7.8,0.160848542,32941,0.06192755
53005,2014,m138,53005,53005,Greater Sudbury,0.507,0.507,1,1,0,0,0,1,0.45,0,0.55,1,0.4632,0.1925,0.2707,0.7293,3553005,Greater Sudbury / Grand Sudbury,3553,Greater Sudbury,5,162122.8493,3142.577808,51.58912816,0.140378896,7.052054795,0.173422256,36689.46575,0.059813475
58075,2000,m139,58058,58058,Greenstone,0.529,0.529,0,2,0,0,0,0,,,,,0.44,0.392,0.048,0.952,3558075,Thunder Bay District,3558,Greenstone,75,5662,2780.56,2.036280461,0.068459658,12.1,0.104203462,22398,0.046263345
58075,2003,m139,58058,58058,Greenstone,0.636,0.636,0,2,0,0,0,0,,,,,0.506,0.494,0.012,0.988,3558075,Thunder Bay District,3558,Greenstone,75,5284,2780.775,1.900189695,0.074624802,11.7,0.112244443,28801,0.050909451
58075,2006,m139,58058,58058,Greenstone,0.628,0.628,0,2,1,0,1,0,,,,,0.502,0.498,0.004,0.996,3558075,Thunder Bay,3558,Greenstone,75,4906,2780.99,1.764119972,0.080789946,11.3,0.120285423,35204,0.055555556
58075,2010,m139,58058,58058,Greenstone,0.66,0.66,1,2,0,1,1,0,,,,,0.582,0.328,0.254,0.746,3558075,Thunder Bay,3558,Greenstone,75,4724,2767.76,1.706795387,0.068311195,13,0.138624339,31840,0.03525641
58075,2014,m139,58058,58058,Greenstone,0.573,0.573,1,2,0,1,1,0,0.768,0.232,0,1,NA,NA,1,0,3558075,Thunder Bay,3558,Greenstone,75,4264.109589,2766.195068,1.541507191,0.073695915,12.77260274,0.150389154,38747.0137,0.037821909
26065,2000,m141,26065,26065,Grimsby,0.461,0.461,0,1,0,0,0,0,,,,,0.4259,0.3771,0.0488,0.9512,3526065,Niagara Regional Municipality,3526,Grimsby,65,21297,68.94,308.9208007,0.156002639,4.2,0.127482744,27573,0.173871507
26065,2003,m141,26065,26065,Grimsby,0.473,0.473,0,1,0,0,0,0,,,,,NA,NA,1,0,3526065,Niagara Regional Municipality,3526,Grimsby,65,22617,68.94,328.0678851,0.151290589,4.5,0.140720691,30018.5,0.170198376
26065,2006,m141,26065,26065,Grimsby,0.45,0.45,0,1,1,0,1,0,,,,,0.6114,0.3886,0.2228,0.7772,3526065,Niagara,3526,Grimsby,65,23937,68.94,347.2149695,0.146578538,4.8,0.153958638,32464,0.166525244
26065,2010,m141,26065,26065,Grimsby,0.366,0.366,0,1,1,0,1,0,,,,,NA,NA,1,0,3526065,Niagara,3526,Grimsby,65,25325,68.96,367.2418794,0.15685544,7.5,0.168410661,36156,0.154721501
26065,2014,m141,26065,26065,Grimsby,0.419,0.419,1,1,0,1,0,0,0.758,0.094,0.148,1,0.4867,0.3679,0.1188,0.8812,3526065,Niagara,3526,Grimsby,65,27034.0411,68.96273973,392.0093837,0.152841149,8.215068493,0.185623096,39475.75342,0.148877933
23008,2000,m142,23008,23008,Guelph,0.426,0.426,0,1,0,0,0,0,,,,,0.4078,0.3096,0.0982,0.9018,3523008,Wellington County,3523,Guelph,8,106170,86.66,1225.132703,0.245080849,5.3,0.114862956,26879,0.212215271
23008,2003,m142,23008,23008,Guelph,0.367,0.367,0,1,0,0,0,0,,,,,0.532,0.4046,0.1274,0.8726,3523008,Wellington County,3523,Guelph,8,110556.5,86.69,1275.308571,0.214055964,5.3,0.119463843,28478.5,0.21544909
23008,2006,m142,23008,23008,Guelph,0.398,0.398,0,1,0,0,0,0,,,,,0.5096,0.3549,0.1547,0.8453,3523008,Wellington,3523,Guelph,8,114943,86.72,1325.449723,0.183031078,5.3,0.124064729,30078,0.218682908
23008,2010,m142,23008,23008,Guelph,0.339,0.339,0,1,0,0,0,0,,,,,0.5411,0.384,0.1571,0.8429,3523008,Wellington,3523,Guelph,8,121688,87.2,1395.504587,0.189191215,6.9,0.130248993,33357,0.206420306
23008,2014,m142,23008,23008,Guelph,0.45,0.45,1,1,0,0,0,1,0.328,0,0.672,0,0.5075,0.3657,0.1418,0.8582,3523008,Wellington,3523,Guelph,8,127659.4521,87.30027397,1462.302995,0.154335201,7.119178082,0.136390323,35646.69863,0.208461604
14019,2000,m147,14019,14019,Hamilton Town,0.38,0.38,0,1,0,0,0,0,,,,,0.696,0.3039,0.3921,0.6079,3514019,Northumberland County,3514,Hamilton,19,10785,256.04,42.12232464,0.105093488,5.1,0.114510895,25751,0.086694483
14019,2003,m147,14019,14019,Hamilton Town,0.331,0.331,0,1,0,0,0,0,,,,,0.4663,0.4013,0.065,0.935,3514019,Northumberland County,3514,Hamilton,19,10878.5,256.075,42.48169482,0.099001512,4.95,0.122205311,27995,0.092800296
14019,2006,m147,14019,14019,Hamilton Town,0.325,0.325,0,1,0,0,0,0,,,,,0.6658,0.3341,0.3317,0.6683,3514019,Northumberland,3514,Hamilton,19,10972,256.11,42.84096677,0.092909535,4.8,0.129899727,30239,0.098906108
14019,2010,m147,14019,14019,Hamilton Town,0.285,0.285,0,1,0,0,0,0,,,,,NA,NA,1,0,3514019,Northumberland,3514,Hamilton,19,10702,256.12,41.78510073,0.119313305,10.1,0.157009346,32008,0.084973596
14019,2014,m147,14019,14019,Hamilton Town,0.426,0.426,1,1,0,1,1,0,0.743,0.257,0,1,0.587,0.412,0.175,0.825,3514019,Northumberland,3514,Hamilton,19,10772.60274,256.1616438,42.05392571,0.115920314,10.65342466,0.169576841,34832.46575,0.090090899
2008,2000,m153,2008,2008,Hawkesbury,0.6,0.6,0,4,0,1,1,0,,,,,0.792,0.208,0.584,0.416,3502008,Prescott and Russell United Counties,3502,Hawkesbury,8,10314,9.45,1091.428571,0.074967405,8.3,0.158037619,16778,0.035874439
2008,2003,m153,2008,2008,Hawkesbury,0.612,0.612,1,4,0,1,1,0,,,,,0.75,0.17,0.58,0.42,3502008,Prescott and Russell United Counties,3502,Hawkesbury,8,10591.5,9.455,1120.200952,0.061670158,7.35,0.185734541,18226,0.041961958
2008,2006,m153,2008,2008,Hawkesbury,0.549,0.549,1,4,0,1,1,0,,,,,0.596,0.28,0.316,0.684,3502008,Prescott and Russell,3502,Hawkesbury,8,10869,9.46,1148.942918,0.048372911,6.4,0.213431463,19674,0.048049477
2008,2010,m153,2008,2008,Hawkesbury,0.614,0.614,1,4,0,1,1,0,,,,,0.59,0.41,0.18,0.82,3502008,Prescott and Russell,3502,Hawkesbury,8,10551,9.46,1115.327696,0.07037037,8.6,0.234486026,22504,0.034074074
2008,2014,m153,2008,2008,Hawkesbury,0.538,0.538,1,4,0,1,1,0,0.667,0.333,0,1,0.58,0.28,0.3,0.7,3502008,Prescott and Russell,3502,Hawkesbury,8,10826.75342,9.465753425,1143.781476,0.058082779,7.808219178,0.269240644,24557.86301,0.039164452
44042,2000,m164,44042,44042,Huntsville,0.3,0.3,0,1,0,0,0,0,,,,,0.643,0.329,0.314,0.686,3544042,Muskoka District Municipality,3544,Huntsville,42,17338,703.29,24.65270372,0.128531635,4.3,0.154285385,20326,0.075300322
44042,2003,m164,44042,44042,Huntsville,0.202,0.202,0,1,0,0,0,0,,,,,NA,NA,1,0,3544042,Muskoka District Municipality,3544,Huntsville,42,17809,703.26,25.32349344,0.116267898,4.5,0.168499367,22692,0.080916717
44042,2006,m164,44042,44042,Huntsville,0.317,0.317,0,1,1,0,0,0,,,,,0.411,0.237,0.174,0.826,3544042,Muskoka,3544,Huntsville,42,18280,703.23,25.9943404,0.10400416,4.7,0.182713348,25058,0.086533111
44042,2010,m164,44042,44042,Huntsville,0.464,0.464,1,1,0,1,1,0,,,,,0.465,0.437,0.028,0.972,3544042,Muskoka,3544,Huntsville,42,19056,710.64,26.81526511,0.109934443,7.7,0.199685122,28724,0.0625
44042,2014,m164,44042,44042,Huntsville,0.463,0.463,0,1,1,1,0,0,0,0,1,1,0.45,0.28,0.17,0.83,3544042,Muskoka,3544,Huntsville,42,19704.27397,711.6205479,27.68929878,0.096635113,8.34109589,0.218365837,31948.71233,0.065670494
40040,2000,m165,40015,40015,Huron East,0.427,0.427,0,1,0,0,0,0,,,,,NA,NA,NA,NA,3540040,Huron County,3540,Huron East,40,9680,669.16,14.46589754,0.068832173,5.1,0.131198347,20695,0.071466384
40040,2003,m165,40015,40015,Huron East,0.336,0.336,0,1,0,0,0,0,,,,,0.5034,0.4965,0.0069,0.9931,3540040,Huron County,3540,Huron East,40,9495,669.16,14.18943153,0.061443114,4.1,0.143472428,23253.5,0.07622906
40040,2006,m165,40015,40015,Huron East,0.318,0.318,0,1,0,0,0,0,,,,,0.632,0.367,0.265,0.735,3540040,Huron,3540,Huron East,40,9310,669.16,13.91296551,0.054054054,3.1,0.155746509,25812,0.080991736
40040,2010,m165,40015,40015,Huron East,0.367,0.367,0,1,0,0,0,0,,,,,0.6083,0.3916,0.2167,0.7833,3540040,Huron,3540,Huron East,40,9264,669.26,13.84215402,0.067814855,3.9,0.17269293,30055,0.055862832
40040,2014,m165,40015,40015,Huron East,0.365,0.365,1,1,0,1,1,0,0.826,0.174,0,1,NA,NA,1,0,3540040,Huron,3540,Huron East,40,9044.821918,669.2736986,13.51438423,0.061197417,2.85890411,0.189137958,33580.26027,0.057900856
41015,2000,m167,41010,41010,Huron-Kinloss,0.018,0.018,0,2,1,0,1,0,,,,,NA,NA,1,0,3541015,Bruce County,3541,Huron-Kinloss,15,6224,475.44,13.09103147,0.098976109,2.9,0.162275064,19498,0.097640358
41015,2003,m167,41010,41010,Huron-Kinloss,0.53,0.53,0,2,1,0,1,0,,,,,0.558,0.442,0.116,0.884,3541015,Bruce County,3541,Huron-Kinloss,15,6369.5,458.015,13.90674978,0.09591119,3.2,0.170546588,21789,0.084146266
41015,2006,m167,41010,41010,Huron-Kinloss,0.454,0.454,0,2,1,0,1,0,,,,,NA,NA,1,0,3541015,Bruce,3541,Huron-Kinloss,15,6515,440.59,14.78699017,0.092846271,3.5,0.178818112,24080,0.070652174
41015,2010,m167,41010,41010,Huron-Kinloss,0.345,0.345,1,2,0,1,1,0,,,,,NA,NA,1,0,3541015,Bruce,3541,Huron-Kinloss,15,6790,440.63,15.40975422,0.110787172,5.2,0.189248895,28702,0.097138554
41015,2014,m167,41010,41010,Huron-Kinloss,0.328,0.328,1,2,0,1,1,0,0.682,0.318,0,1,0.9,0.1,0.8,0.2,3541015,Bruce,3541,Huron-Kinloss,15,6995.09589,420.5847945,16.63183259,0.109718074,5.778082192,0.200195687,31971.36986,0.085239377
43017,2000,m170,43017,43017,Innisfil,0.347333333,ACC,0,1,0,0,0,0,,,,,NA,NA,1,0,3543017,Simcoe County,3543,Innisfil,17,28666,284.18,100.8726863,0.071587262,4.2,0.127677388,26211,0.121678322
43017,2003,m170,43017,43017,Innisfil,0.136,0.136,0,1,0,0,0,0,,,,,NA,NA,1,0,3543017,Simcoe County,3543,Innisfil,17,29920.5,284.18,105.287142,0.075159084,5.05,0.131761709,28049.5,0.127607601
43017,2006,m170,43017,43017,Innisfil,0.445,0.445,0,1,1,0,1,0,,,,,0.586,0.272,0.314,0.686,3543017,Simcoe,3543,Innisfil,17,31175,284.18,109.7015976,0.078730905,5.9,0.13584603,29888,0.133536879
43017,2010,m170,43017,43017,Innisfil,0.461,0.461,0,1,1,0,1,0,,,,,0.5312,0.4687,0.0625,0.9375,3543017,Simcoe,3543,Innisfil,17,33079,284.21,116.3892896,0.08119891,9.3,0.144649335,31204,0.123615956
43017,2014,m170,43017,43017,Innisfil,0.401,0.401,1,1,1,0,1,0,0.558,0,0.442,1,0.482,0.4022,0.0798,0.9202,3543017,Simcoe,3543,Innisfil,17,34783.35616,284.2141096,122.3843398,0.085647034,10.74383562,0.150555034,33499.80822,0.129079657
60010,2000,m179,60011,60011,Kenora,0.61,0.61,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3560010,Kenora District,3560,Kenora,10,15838,211.08,75.03316278,0.111306643,8.5,0.145220356,25333,0.061257216
60010,2003,m179,60011,60011,Kenora,0.55,0.55,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3560010,Kenora District,3560,Kenora,10,15507.5,210.995,73.4970023,0.129474662,7.85,0.153802537,27518,0.056213893
60010,2006,m179,60011,60011,Kenora,0.57,0.57,0,1,1,0,1,0,,,,,0.3834,0.308,0.0754,0.9246,3560010,Kenora,3560,Kenora,10,15177,210.91,71.95960362,0.14764268,7.2,0.162384717,29703,0.051170569
60010,2010,m179,60011,60011,Kenora,0.586,0.586,0,1,1,0,1,0,,,,,0.6286,0.2639,0.3647,0.6353,3560010,Kenora,3560,Kenora,10,15348,211.75,72.48170012,0.128580134,7.6,0.171391333,33842,0.053053053
60010,2014,m179,60011,60011,Kenora,0.508,0.508,1,1,0,1,1,0,0.843,0.157,0,1,0.783,0.195,0.588,0.412,3560010,Kenora,3560,Kenora,10,14991.12329,211.7672603,70.79056162,0.146874491,6.906849315,0.182500502,36923.23288,0.047507651
10010,2000,m185,10005,10005,Kingston,0.427,0.427,0,1,0,0,0,0,,,,,0.67,0.14,0.53,0.47,3510010,Frontenac County,3510,Kingston,10,114195,450.39,253.546926,0.22533532,7.5,0.137571698,22948,0.142368457
10010,2003,m185,10005,10005,Kingston,0.417,0.417,0,1,0,0,0,0,,,,,0.6705,0.1316,0.5389,0.4611,3510010,Frontenac County,3510,Kingston,10,115701,450.39,256.8906947,0.187557348,7.25,0.147853335,24919,0.146571137
10010,2006,m185,10005,10005,Kingston,0.399,0.399,0,1,0,0,0,0,,,,,0.4318,0.4124,0.0194,0.9806,3510010,Frontenac,3510,Kingston,10,117207,450.39,260.2344635,0.149779376,7,0.158134971,26890,0.150773817
10010,2010,m185,10005,10005,Kingston,0.367,0.367,0,1,0,0,0,0,,,,,0.5641,0.2278,0.3363,0.6637,3510010,Frontenac,3510,Kingston,10,123363,451.17,273.4290844,0.154715205,8.4,0.164842737,31370,0.129908349
10010,2014,m185,10005,10005,Kingston,0.395,0.395,1,1,0,1,0,0,0.261,0.001,0.738,0,0.6181,0.3818,0.2363,0.7637,3510010,Frontenac,3510,Kingston,10,125939.2192,451.2768493,279.0730776,0.111920803,8.304109589,0.177592533,34251.69863,0.131886026
37013,2000,m186,37008,37008,Kingsville,0.451,0.451,0,1,0,0,0,0,,,,,NA,NA,1,0,3537013,Essex County,3537,Kingsville,13,19619,246.83,79.48385529,0.11218638,4.2,0.119272134,23278,0.183324702
37013,2003,m186,37008,37008,Kingsville,0.495,0.495,0,1,1,0,1,0,,,,,0.7685,0.0921,0.6764,0.3236,3537013,Essex County,3537,Kingsville,13,20263.5,246.835,82.09330119,0.101568001,4.9,0.133165479,26156.5,0.180220536
37013,2006,m186,37008,37008,Kingsville,0.518,0.518,0,1,1,0,1,0,,,,,0.6118,0.3881,0.2237,0.7763,3537013,Essex,3537,Kingsville,13,20908,246.84,84.70264139,0.090949621,5.6,0.147058824,29035,0.17711637
37013,2010,m186,37008,37008,Kingsville,0.55,0.55,0,1,1,0,1,0,,,,,0.379,0.356,0.023,0.977,3537013,Essex,3537,Kingsville,13,21362,246.84,86.54188948,0.10228865,6.1,0.163819331,31340,0.141751934
37013,2014,m186,37008,37008,Kingsville,0.477,0.477,1,1,0,1,1,0,0.876,0.124,0,1,0.847,0.152,0.695,0.305,3537013,Essex,3537,Kingsville,13,22165.80822,246.8457534,89.79619018,0.091623532,6.973972603,0.182102154,34968,0.133335574
47075,2000,m200,47063,47063,Laurentian Valley,0.456,0.456,0,2,0,0,0,0,,,,,NA,NA,1,0,3547075,Renfrew County,3547,Laurentian Valley,75,8733,552.42,15.80862387,0.090189873,6.3,0.125386465,21742,0.042382589
47075,2003,m200,47063,47063,Laurentian Valley,0.392,0.392,0,2,0,0,0,0,,,,,NA,NA,1,0,3547075,Renfrew County,3547,Laurentian Valley,75,8999,552.43,16.28984668,0.074822032,6.4,0.130960907,24872,0.046015903
47075,2006,m200,47063,47063,Laurentian Valley,0.547,0.547,0,2,1,0,1,0,,,,,NA,NA,1,0,3547075,Renfrew,3547,Laurentian Valley,75,9265,552.44,16.77105206,0.059454191,6.5,0.136535348,28002,0.049649217
47075,2010,m200,47063,47063,Laurentian Valley,0.485,0.485,1,2,0,1,1,0,,,,,0.81,0.19,0.62,0.38,3547075,Renfrew,3547,Laurentian Valley,75,9657,552.44,17.48063138,0.102516309,7.1,0.151138716,32838,0.043523316
47075,2014,m200,47063,47063,Laurentian Valley,0.438,0.438,1,2,0,1,0,0,0.6609,0.1752,0.1639,1,NA,NA,1,0,3547075,Renfrew,3547,Laurentian Valley,75,10016.78082,552.4515068,18.13151145,0.090731686,7.297260274,0.159553603,37102.10959,0.046864951
37003,2000,m201,37003,37003,Leamington,0.519,0.519,0,1,1,0,1,0,,,,,0.6075,0.3924,0.2151,0.7849,3537003,Essex County,3537,Leamington,3,27138,262.45,103.4025529,0.069396437,4.5,0.130628639,20527,0.309295775
37003,2003,m201,37003,37003,Leamington,0.496,0.496,0,1,1,0,1,0,,,,,0.4253,0.3345,0.0908,0.9092,3537003,Essex County,3537,Leamington,3,27985.5,262.185,106.739516,0.06243747,5.55,0.142230726,21493,0.312207569
